"brand","period","dma","sales"
"Suddenlink",2017-04-09,"SHREVEPORT, LA",15
"Suddenlink",2017-04-16,"SHREVEPORT, LA",11
"Suddenlink",2017-04-23,"SHREVEPORT, LA",9
"Suddenlink",2017-04-30,"SHREVEPORT, LA",22
"Suddenlink",2017-05-07,"SHREVEPORT, LA",23
"Suddenlink",2017-05-14,"SHREVEPORT, LA",20
"Suddenlink",2017-05-21,"SHREVEPORT, LA",14
"Suddenlink",2017-05-28,"SHREVEPORT, LA",13
"Suddenlink",2017-06-04,"SHREVEPORT, LA",23
"Suddenlink",2017-06-11,"SHREVEPORT, LA",26
"Suddenlink",2017-06-18,"SHREVEPORT, LA",13
"Suddenlink",2017-06-25,"SHREVEPORT, LA",13
"Suddenlink",2017-07-02,"SHREVEPORT, LA",8
"Suddenlink",2017-07-09,"SHREVEPORT, LA",10
"Suddenlink",2017-07-16,"SHREVEPORT, LA",17
"Suddenlink",2017-07-23,"SHREVEPORT, LA",14
"Suddenlink",2017-07-30,"SHREVEPORT, LA",18
"Suddenlink",2017-08-06,"SHREVEPORT, LA",9
"Suddenlink",2017-08-13,"SHREVEPORT, LA",25
"Suddenlink",2017-08-20,"SHREVEPORT, LA",38
"Suddenlink",2017-08-27,"SHREVEPORT, LA",17
"Suddenlink",2017-09-03,"SHREVEPORT, LA",16
"Suddenlink",2017-09-10,"SHREVEPORT, LA",16
"Suddenlink",2017-09-17,"SHREVEPORT, LA",24
"Suddenlink",2017-09-24,"SHREVEPORT, LA",33
"Suddenlink",2017-10-01,"SHREVEPORT, LA",9
"Suddenlink",2017-10-08,"SHREVEPORT, LA",14
"Suddenlink",2017-10-15,"SHREVEPORT, LA",15
"Suddenlink",2017-10-22,"SHREVEPORT, LA",13
"Suddenlink",2017-10-29,"SHREVEPORT, LA",11
"Suddenlink",2017-11-05,"SHREVEPORT, LA",13
"Suddenlink",2017-11-12,"SHREVEPORT, LA",17
"Suddenlink",2017-11-19,"SHREVEPORT, LA",9
"Suddenlink",2017-11-26,"SHREVEPORT, LA",15
"Suddenlink",2017-12-03,"SHREVEPORT, LA",16
"Suddenlink",2017-12-10,"SHREVEPORT, LA",18
"Suddenlink",2017-12-17,"SHREVEPORT, LA",14
"Suddenlink",2017-12-24,"SHREVEPORT, LA",12
"Suddenlink",2017-12-31,"SHREVEPORT, LA",9
"Suddenlink",2018-01-07,"SHREVEPORT, LA",22
"Suddenlink",2018-01-14,"SHREVEPORT, LA",14
"Suddenlink",2018-01-21,"SHREVEPORT, LA",14
"Suddenlink",2018-01-28,"SHREVEPORT, LA",18
"Suddenlink",2018-02-04,"SHREVEPORT, LA",25
"Suddenlink",2018-02-11,"SHREVEPORT, LA",18
"Suddenlink",2018-02-18,"SHREVEPORT, LA",10
"Suddenlink",2018-02-25,"SHREVEPORT, LA",15
"Suddenlink",2018-03-04,"SHREVEPORT, LA",24
"Suddenlink",2018-03-11,"SHREVEPORT, LA",14
"Suddenlink",2018-03-18,"SHREVEPORT, LA",14
"Suddenlink",2018-03-25,"SHREVEPORT, LA",25
"Suddenlink",2018-04-01,"SHREVEPORT, LA",15
"Suddenlink",2018-04-08,"SHREVEPORT, LA",17
"Suddenlink",2018-04-15,"SHREVEPORT, LA",21
"Suddenlink",2018-04-22,"SHREVEPORT, LA",13
"Suddenlink",2018-04-29,"SHREVEPORT, LA",21
"Suddenlink",2018-05-06,"SHREVEPORT, LA",21
"Suddenlink",2018-05-13,"SHREVEPORT, LA",12
"Suddenlink",2018-05-20,"SHREVEPORT, LA",20
"Suddenlink",2018-05-27,"SHREVEPORT, LA",14
"Suddenlink",2018-06-03,"SHREVEPORT, LA",21
"Suddenlink",2018-06-10,"SHREVEPORT, LA",13
"Suddenlink",2018-06-17,"SHREVEPORT, LA",15
"Suddenlink",2018-06-24,"SHREVEPORT, LA",6
"Suddenlink",2018-07-01,"SHREVEPORT, LA",8
"Suddenlink",2018-07-08,"SHREVEPORT, LA",18
"Suddenlink",2018-07-15,"SHREVEPORT, LA",13
"Suddenlink",2018-07-22,"SHREVEPORT, LA",16
"Suddenlink",2018-07-29,"SHREVEPORT, LA",15
"Suddenlink",2018-08-05,"SHREVEPORT, LA",27
"Suddenlink",2018-08-12,"SHREVEPORT, LA",7
"Suddenlink",2018-08-19,"SHREVEPORT, LA",17
"Suddenlink",2018-08-26,"SHREVEPORT, LA",17
"Suddenlink",2018-09-02,"SHREVEPORT, LA",13
"Suddenlink",2018-09-09,"SHREVEPORT, LA",14
"Suddenlink",2018-09-16,"SHREVEPORT, LA",13
"Suddenlink",2018-09-23,"SHREVEPORT, LA",12
"Suddenlink",2018-09-30,"SHREVEPORT, LA",21
"Suddenlink",2018-10-07,"SHREVEPORT, LA",22
"Suddenlink",2018-10-14,"SHREVEPORT, LA",10
"Suddenlink",2018-10-21,"SHREVEPORT, LA",13
"Suddenlink",2018-10-28,"SHREVEPORT, LA",16
"Suddenlink",2018-11-04,"SHREVEPORT, LA",17
"Suddenlink",2018-11-11,"SHREVEPORT, LA",27
"Suddenlink",2018-11-18,"SHREVEPORT, LA",8
"Suddenlink",2018-11-25,"SHREVEPORT, LA",16
"Suddenlink",2018-12-02,"SHREVEPORT, LA",14
"Suddenlink",2018-12-09,"SHREVEPORT, LA",9
"Suddenlink",2018-12-16,"SHREVEPORT, LA",12
"Suddenlink",2018-12-23,"SHREVEPORT, LA",6
"Suddenlink",2018-12-30,"SHREVEPORT, LA",8
"Suddenlink",2019-01-06,"SHREVEPORT, LA",22
"Suddenlink",2019-01-13,"SHREVEPORT, LA",13
"Suddenlink",2019-01-20,"SHREVEPORT, LA",9
"Suddenlink",2019-01-27,"SHREVEPORT, LA",21
"Suddenlink",2019-02-03,"SHREVEPORT, LA",18
"Suddenlink",2019-02-10,"SHREVEPORT, LA",15
"Suddenlink",2019-02-17,"SHREVEPORT, LA",12
"Suddenlink",2019-02-24,"SHREVEPORT, LA",12
"Suddenlink",2019-03-03,"SHREVEPORT, LA",17
"Suddenlink",2019-03-10,"SHREVEPORT, LA",23
"Suddenlink",2019-03-17,"SHREVEPORT, LA",22
"Suddenlink",2019-03-24,"SHREVEPORT, LA",10
"Suddenlink",2019-03-31,"SHREVEPORT, LA",18
"Suddenlink",2019-04-07,"SHREVEPORT, LA",25
"Suddenlink",2019-04-14,"SHREVEPORT, LA",9
"Suddenlink",2019-04-21,"SHREVEPORT, LA",20
"Suddenlink",2019-04-28,"SHREVEPORT, LA",27
"Suddenlink",2019-05-05,"SHREVEPORT, LA",17
"Suddenlink",2019-05-12,"SHREVEPORT, LA",17
"Suddenlink",2019-05-19,"SHREVEPORT, LA",14
"Suddenlink",2019-05-26,"SHREVEPORT, LA",13
"Suddenlink",2019-06-02,"SHREVEPORT, LA",14
"Suddenlink",2019-06-09,"SHREVEPORT, LA",12
"Suddenlink",2019-06-16,"SHREVEPORT, LA",19
"Suddenlink",2019-06-23,"SHREVEPORT, LA",29
"Suddenlink",2019-06-30,"SHREVEPORT, LA",18
"Suddenlink",2019-07-07,"SHREVEPORT, LA",20
"Suddenlink",2019-07-14,"SHREVEPORT, LA",12
"Suddenlink",2019-07-21,"SHREVEPORT, LA",15
"Suddenlink",2019-07-28,"SHREVEPORT, LA",18
"Suddenlink",2019-08-04,"SHREVEPORT, LA",11
"Suddenlink",2019-08-11,"SHREVEPORT, LA",21
"Suddenlink",2019-08-18,"SHREVEPORT, LA",22
"Suddenlink",2019-08-25,"SHREVEPORT, LA",10
"Suddenlink",2019-09-01,"SHREVEPORT, LA",16
"Suddenlink",2019-09-08,"SHREVEPORT, LA",20
"Suddenlink",2019-09-15,"SHREVEPORT, LA",20
"Suddenlink",2019-09-22,"SHREVEPORT, LA",19
"Suddenlink",2019-09-29,"SHREVEPORT, LA",23
"Suddenlink",2019-10-06,"SHREVEPORT, LA",12
"Suddenlink",2019-10-13,"SHREVEPORT, LA",16
"Suddenlink",2019-10-20,"SHREVEPORT, LA",14
"Suddenlink",2019-10-27,"SHREVEPORT, LA",13
"Suddenlink",2019-11-03,"SHREVEPORT, LA",13
"Suddenlink",2019-11-10,"SHREVEPORT, LA",5
"Suddenlink",2019-11-17,"SHREVEPORT, LA",21
"Suddenlink",2019-11-24,"SHREVEPORT, LA",5
"Suddenlink",2019-12-01,"SHREVEPORT, LA",18
"Suddenlink",2019-12-08,"SHREVEPORT, LA",13
"Suddenlink",2019-12-15,"SHREVEPORT, LA",17
"Suddenlink",2019-12-22,"SHREVEPORT, LA",6
"Suddenlink",2019-12-29,"SHREVEPORT, LA",13
"Suddenlink",2020-01-05,"SHREVEPORT, LA",18
"Suddenlink",2020-01-12,"SHREVEPORT, LA",17
"Suddenlink",2020-01-19,"SHREVEPORT, LA",13
"Suddenlink",2020-01-26,"SHREVEPORT, LA",15
"Suddenlink",2020-02-02,"SHREVEPORT, LA",8
"Suddenlink",2020-02-09,"SHREVEPORT, LA",24
"Suddenlink",2020-02-16,"SHREVEPORT, LA",17
"Suddenlink",2020-02-23,"SHREVEPORT, LA",30
"Suddenlink",2020-03-01,"SHREVEPORT, LA",18
"Suddenlink",2020-03-08,"SHREVEPORT, LA",12
"Suddenlink",2020-03-15,"SHREVEPORT, LA",12
"Suddenlink",2020-03-22,"SHREVEPORT, LA",9
"Suddenlink",2020-03-29,"SHREVEPORT, LA",5
"Suddenlink",2020-04-05,"SHREVEPORT, LA",14
"Suddenlink",2020-04-12,"SHREVEPORT, LA",16
"Suddenlink",2020-04-19,"SHREVEPORT, LA",7
"Suddenlink",2020-04-26,"SHREVEPORT, LA",19
"Suddenlink",2020-05-03,"SHREVEPORT, LA",18
"Suddenlink",2020-05-10,"SHREVEPORT, LA",12
"Suddenlink",2020-05-17,"SHREVEPORT, LA",15
"Suddenlink",2020-05-24,"SHREVEPORT, LA",21
"Suddenlink",2020-05-31,"SHREVEPORT, LA",19
"Suddenlink",2020-06-07,"SHREVEPORT, LA",17
"Suddenlink",2020-06-14,"SHREVEPORT, LA",19
"Suddenlink",2020-06-21,"SHREVEPORT, LA",18
"Suddenlink",2020-06-28,"SHREVEPORT, LA",10
"Suddenlink",2020-07-05,"SHREVEPORT, LA",20
"Suddenlink",2020-07-12,"SHREVEPORT, LA",16
"Suddenlink",2020-07-19,"SHREVEPORT, LA",15
"Suddenlink",2020-07-26,"SHREVEPORT, LA",19
"Suddenlink",2020-08-02,"SHREVEPORT, LA",11
"Suddenlink",2020-08-09,"SHREVEPORT, LA",20
"Suddenlink",2020-08-16,"SHREVEPORT, LA",22
"Suddenlink",2020-08-23,"SHREVEPORT, LA",10
"Suddenlink",2020-08-30,"SHREVEPORT, LA",18
"Suddenlink",2020-09-06,"SHREVEPORT, LA",14
"Suddenlink",2020-09-13,"SHREVEPORT, LA",18
"Suddenlink",2020-09-20,"SHREVEPORT, LA",14
"Suddenlink",2020-09-27,"SHREVEPORT, LA",19
"Suddenlink",2020-10-04,"SHREVEPORT, LA",20
"Suddenlink",2020-10-11,"SHREVEPORT, LA",18
"Suddenlink",2020-10-18,"SHREVEPORT, LA",26
"Suddenlink",2020-10-25,"SHREVEPORT, LA",15
"Suddenlink",2020-11-01,"SHREVEPORT, LA",17
"Suddenlink",2020-11-08,"SHREVEPORT, LA",22
"Suddenlink",2020-11-15,"SHREVEPORT, LA",9
"Suddenlink",2020-11-22,"SHREVEPORT, LA",9
"Suddenlink",2020-11-29,"SHREVEPORT, LA",13
"Suddenlink",2020-12-06,"SHREVEPORT, LA",15
"Suddenlink",2020-12-13,"SHREVEPORT, LA",11
"Suddenlink",2020-12-20,"SHREVEPORT, LA",6
"Suddenlink",2020-12-27,"SHREVEPORT, LA",7
"Suddenlink",2021-01-03,"SHREVEPORT, LA",15
"Suddenlink",2021-01-10,"SHREVEPORT, LA",11
"Suddenlink",2021-01-17,"SHREVEPORT, LA",7
"Suddenlink",2021-01-24,"SHREVEPORT, LA",17
"Suddenlink",2021-01-31,"SHREVEPORT, LA",11
"Suddenlink",2021-02-07,"SHREVEPORT, LA",21
"Suddenlink",2021-02-14,"SHREVEPORT, LA",3
"Suddenlink",2021-02-21,"SHREVEPORT, LA",26
"Suddenlink",2021-02-28,"SHREVEPORT, LA",17
"Suddenlink",2021-03-07,"SHREVEPORT, LA",21
"Suddenlink",2021-03-14,"SHREVEPORT, LA",20
"Suddenlink",2021-03-21,"SHREVEPORT, LA",20
"Suddenlink",2021-03-28,"SHREVEPORT, LA",14
"Suddenlink",2021-04-04,"SHREVEPORT, LA",12
"Suddenlink",2021-04-11,"SHREVEPORT, LA",11
"Suddenlink",2021-04-18,"SHREVEPORT, LA",18
"Suddenlink",2021-04-25,"SHREVEPORT, LA",23
"Suddenlink",2021-05-02,"SHREVEPORT, LA",7
"Suddenlink",2021-05-09,"SHREVEPORT, LA",18
"Suddenlink",2021-05-16,"SHREVEPORT, LA",18
"Suddenlink",2021-05-23,"SHREVEPORT, LA",18
"Suddenlink",2021-05-30,"SHREVEPORT, LA",15
"Suddenlink",2021-06-06,"SHREVEPORT, LA",19
"Suddenlink",2021-06-13,"SHREVEPORT, LA",11
"Suddenlink",2021-06-20,"SHREVEPORT, LA",11
"Suddenlink",2021-06-27,"SHREVEPORT, LA",21
"Suddenlink",2021-07-04,"SHREVEPORT, LA",8
"Suddenlink",2021-07-11,"SHREVEPORT, LA",12
"Suddenlink",2021-07-18,"SHREVEPORT, LA",15
"Suddenlink",2021-07-25,"SHREVEPORT, LA",25
"Suddenlink",2021-08-01,"SHREVEPORT, LA",20
"Suddenlink",2021-08-08,"SHREVEPORT, LA",17
"Suddenlink",2021-08-15,"SHREVEPORT, LA",14
"Suddenlink",2021-08-22,"SHREVEPORT, LA",17
"Suddenlink",2021-08-29,"SHREVEPORT, LA",22
"Suddenlink",2021-09-05,"SHREVEPORT, LA",15
"Suddenlink",2021-09-12,"SHREVEPORT, LA",23
"Suddenlink",2021-09-19,"SHREVEPORT, LA",15
"Suddenlink",2016-01-03,"SPRINGFIELD, MO",15
"Suddenlink",2016-01-10,"SPRINGFIELD, MO",26
"Suddenlink",2016-01-17,"SPRINGFIELD, MO",10
"Suddenlink",2016-01-24,"SPRINGFIELD, MO",15
"Suddenlink",2016-01-31,"SPRINGFIELD, MO",15
"Suddenlink",2016-02-07,"SPRINGFIELD, MO",28
"Suddenlink",2016-02-14,"SPRINGFIELD, MO",74
"Suddenlink",2016-02-21,"SPRINGFIELD, MO",18
"Suddenlink",2016-02-28,"SPRINGFIELD, MO",18
"Suddenlink",2016-03-06,"SPRINGFIELD, MO",20
"Suddenlink",2016-03-13,"SPRINGFIELD, MO",13
"Suddenlink",2016-03-20,"SPRINGFIELD, MO",15
"Suddenlink",2016-03-27,"SPRINGFIELD, MO",20
"Suddenlink",2016-04-03,"SPRINGFIELD, MO",38
"Suddenlink",2016-04-10,"SPRINGFIELD, MO",23
"Suddenlink",2016-04-17,"SPRINGFIELD, MO",15
"Suddenlink",2016-04-24,"SPRINGFIELD, MO",44
"Suddenlink",2016-05-01,"SPRINGFIELD, MO",18
"Suddenlink",2016-05-08,"SPRINGFIELD, MO",22
"Suddenlink",2016-05-15,"SPRINGFIELD, MO",15
"Suddenlink",2016-05-22,"SPRINGFIELD, MO",40
"Suddenlink",2016-05-29,"SPRINGFIELD, MO",15
"Suddenlink",2016-06-05,"SPRINGFIELD, MO",21
"Suddenlink",2016-06-12,"SPRINGFIELD, MO",18
"Suddenlink",2016-06-19,"SPRINGFIELD, MO",33
"Suddenlink",2016-06-26,"SPRINGFIELD, MO",26
"Suddenlink",2016-07-03,"SPRINGFIELD, MO",10
"Suddenlink",2016-07-10,"SPRINGFIELD, MO",13
"Suddenlink",2016-07-17,"SPRINGFIELD, MO",18
"Suddenlink",2016-07-24,"SPRINGFIELD, MO",28
"Suddenlink",2016-07-31,"SPRINGFIELD, MO",17
"Suddenlink",2016-08-07,"SPRINGFIELD, MO",12
"Suddenlink",2016-08-14,"SPRINGFIELD, MO",10
"Suddenlink",2016-08-21,"SPRINGFIELD, MO",18
"Suddenlink",2016-08-28,"SPRINGFIELD, MO",27
"Suddenlink",2016-09-04,"SPRINGFIELD, MO",10
"Suddenlink",2016-09-11,"SPRINGFIELD, MO",14
"Suddenlink",2016-09-18,"SPRINGFIELD, MO",21
"Suddenlink",2016-09-25,"SPRINGFIELD, MO",18
"Suddenlink",2016-10-02,"SPRINGFIELD, MO",21
"Suddenlink",2016-10-09,"SPRINGFIELD, MO",10
"Suddenlink",2016-10-16,"SPRINGFIELD, MO",17
"Suddenlink",2016-10-23,"SPRINGFIELD, MO",16
"Suddenlink",2016-10-30,"SPRINGFIELD, MO",6
"Suddenlink",2016-11-06,"SPRINGFIELD, MO",18
"Suddenlink",2016-11-13,"SPRINGFIELD, MO",23
"Suddenlink",2016-11-20,"SPRINGFIELD, MO",12
"Suddenlink",2016-11-27,"SPRINGFIELD, MO",33
"Suddenlink",2016-12-04,"SPRINGFIELD, MO",11
"Suddenlink",2016-12-11,"SPRINGFIELD, MO",11
"Suddenlink",2016-12-18,"SPRINGFIELD, MO",9
"Suddenlink",2016-12-25,"SPRINGFIELD, MO",13
"Suddenlink",2017-01-01,"SPRINGFIELD, MO",19
"Suddenlink",2017-01-08,"SPRINGFIELD, MO",21
"Suddenlink",2017-01-15,"SPRINGFIELD, MO",13
"Suddenlink",2017-01-22,"SPRINGFIELD, MO",37
"Suddenlink",2017-01-29,"SPRINGFIELD, MO",24
"Suddenlink",2017-02-05,"SPRINGFIELD, MO",7
"Suddenlink",2017-02-12,"SPRINGFIELD, MO",22
"Suddenlink",2017-02-19,"SPRINGFIELD, MO",16
"Suddenlink",2017-02-26,"SPRINGFIELD, MO",14
"Suddenlink",2017-03-05,"SPRINGFIELD, MO",15
"Suddenlink",2017-03-12,"SPRINGFIELD, MO",21
"Suddenlink",2017-03-19,"SPRINGFIELD, MO",15
"Suddenlink",2017-03-26,"SPRINGFIELD, MO",23
"Suddenlink",2017-04-02,"SPRINGFIELD, MO",25
"Suddenlink",2017-04-09,"SPRINGFIELD, MO",15
"Suddenlink",2017-04-16,"SPRINGFIELD, MO",20
"Suddenlink",2017-04-23,"SPRINGFIELD, MO",29
"Suddenlink",2017-04-30,"SPRINGFIELD, MO",24
"Suddenlink",2017-05-07,"SPRINGFIELD, MO",10
"Suddenlink",2017-05-14,"SPRINGFIELD, MO",29
"Suddenlink",2017-05-21,"SPRINGFIELD, MO",9
"Suddenlink",2017-05-28,"SPRINGFIELD, MO",24
"Suddenlink",2017-06-04,"SPRINGFIELD, MO",15
"Suddenlink",2017-06-11,"SPRINGFIELD, MO",15
"Suddenlink",2017-06-18,"SPRINGFIELD, MO",19
"Suddenlink",2017-06-25,"SPRINGFIELD, MO",21
"Suddenlink",2017-07-02,"SPRINGFIELD, MO",13
"Suddenlink",2017-07-09,"SPRINGFIELD, MO",17
"Suddenlink",2017-07-16,"SPRINGFIELD, MO",5
"Suddenlink",2017-07-23,"SPRINGFIELD, MO",17
"Suddenlink",2017-07-30,"SPRINGFIELD, MO",17
"Suddenlink",2017-08-06,"SPRINGFIELD, MO",13
"Suddenlink",2017-08-13,"SPRINGFIELD, MO",17
"Suddenlink",2017-08-20,"SPRINGFIELD, MO",29
"Suddenlink",2017-08-27,"SPRINGFIELD, MO",14
"Suddenlink",2017-09-03,"SPRINGFIELD, MO",16
"Suddenlink",2017-09-10,"SPRINGFIELD, MO",21
"Suddenlink",2017-09-17,"SPRINGFIELD, MO",13
"Suddenlink",2017-09-24,"SPRINGFIELD, MO",15
"Suddenlink",2017-10-01,"SPRINGFIELD, MO",17
"Suddenlink",2017-10-08,"SPRINGFIELD, MO",14
"Suddenlink",2017-10-15,"SPRINGFIELD, MO",18
"Suddenlink",2017-10-22,"SPRINGFIELD, MO",38
"Suddenlink",2017-10-29,"SPRINGFIELD, MO",29
"Suddenlink",2017-11-05,"SPRINGFIELD, MO",23
"Suddenlink",2017-11-12,"SPRINGFIELD, MO",14
"Suddenlink",2017-11-19,"SPRINGFIELD, MO",8
"Suddenlink",2017-11-26,"SPRINGFIELD, MO",21
"Suddenlink",2017-12-03,"SPRINGFIELD, MO",26
"Suddenlink",2017-12-10,"SPRINGFIELD, MO",14
"Suddenlink",2017-12-17,"SPRINGFIELD, MO",9
"Suddenlink",2017-12-24,"SPRINGFIELD, MO",8
"Suddenlink",2017-12-31,"SPRINGFIELD, MO",23
"Suddenlink",2018-01-07,"SPRINGFIELD, MO",31
"Suddenlink",2018-01-14,"SPRINGFIELD, MO",7
"Suddenlink",2018-01-21,"SPRINGFIELD, MO",23
"Suddenlink",2018-01-28,"SPRINGFIELD, MO",27
"Suddenlink",2018-02-04,"SPRINGFIELD, MO",15
"Suddenlink",2018-02-11,"SPRINGFIELD, MO",20
"Suddenlink",2018-02-18,"SPRINGFIELD, MO",25
"Suddenlink",2018-02-25,"SPRINGFIELD, MO",23
"Suddenlink",2018-03-04,"SPRINGFIELD, MO",31
"Suddenlink",2018-03-11,"SPRINGFIELD, MO",14
"Suddenlink",2018-03-18,"SPRINGFIELD, MO",18
"Suddenlink",2018-03-25,"SPRINGFIELD, MO",23
"Suddenlink",2018-04-01,"SPRINGFIELD, MO",23
"Suddenlink",2018-04-08,"SPRINGFIELD, MO",20
"Suddenlink",2018-04-15,"SPRINGFIELD, MO",16
"Suddenlink",2018-04-22,"SPRINGFIELD, MO",20
"Suddenlink",2018-04-29,"SPRINGFIELD, MO",27
"Suddenlink",2018-05-06,"SPRINGFIELD, MO",19
"Suddenlink",2018-05-13,"SPRINGFIELD, MO",20
"Suddenlink",2018-05-20,"SPRINGFIELD, MO",20
"Suddenlink",2018-05-27,"SPRINGFIELD, MO",23
"Suddenlink",2018-06-03,"SPRINGFIELD, MO",14
"Suddenlink",2018-06-10,"SPRINGFIELD, MO",24
"Suddenlink",2018-06-17,"SPRINGFIELD, MO",71
"Suddenlink",2018-06-24,"SPRINGFIELD, MO",14
"Suddenlink",2018-07-01,"SPRINGFIELD, MO",15
"Suddenlink",2018-07-08,"SPRINGFIELD, MO",18
"Suddenlink",2018-07-15,"SPRINGFIELD, MO",15
"Suddenlink",2018-07-22,"SPRINGFIELD, MO",15
"Suddenlink",2018-07-29,"SPRINGFIELD, MO",18
"Suddenlink",2018-08-05,"SPRINGFIELD, MO",15
"Suddenlink",2018-08-12,"SPRINGFIELD, MO",23
"Suddenlink",2018-08-19,"SPRINGFIELD, MO",20
"Suddenlink",2018-08-26,"SPRINGFIELD, MO",29
"Suddenlink",2018-09-02,"SPRINGFIELD, MO",30
"Suddenlink",2018-09-09,"SPRINGFIELD, MO",18
"Suddenlink",2018-09-16,"SPRINGFIELD, MO",23
"Suddenlink",2018-09-23,"SPRINGFIELD, MO",20
"Suddenlink",2018-09-30,"SPRINGFIELD, MO",19
"Suddenlink",2018-10-07,"SPRINGFIELD, MO",13
"Suddenlink",2018-10-14,"SPRINGFIELD, MO",17
"Suddenlink",2018-10-21,"SPRINGFIELD, MO",23
"Suddenlink",2018-10-28,"SPRINGFIELD, MO",18
"Suddenlink",2018-11-04,"SPRINGFIELD, MO",20
"Suddenlink",2018-11-11,"SPRINGFIELD, MO",13
"Suddenlink",2018-11-18,"SPRINGFIELD, MO",7
"Suddenlink",2018-11-25,"SPRINGFIELD, MO",24
"Suddenlink",2018-12-02,"SPRINGFIELD, MO",20
"Suddenlink",2018-12-09,"SPRINGFIELD, MO",19
"Suddenlink",2018-12-16,"SPRINGFIELD, MO",15
"Suddenlink",2018-12-23,"SPRINGFIELD, MO",11
"Suddenlink",2018-12-30,"SPRINGFIELD, MO",10
"Suddenlink",2019-01-06,"SPRINGFIELD, MO",12
"Suddenlink",2019-01-13,"SPRINGFIELD, MO",19
"Suddenlink",2019-01-20,"SPRINGFIELD, MO",10
"Suddenlink",2019-01-27,"SPRINGFIELD, MO",15
"Suddenlink",2019-02-03,"SPRINGFIELD, MO",21
"Suddenlink",2019-02-10,"SPRINGFIELD, MO",17
"Suddenlink",2019-02-17,"SPRINGFIELD, MO",23
"Suddenlink",2019-02-24,"SPRINGFIELD, MO",23
"Suddenlink",2019-03-03,"SPRINGFIELD, MO",17
"Suddenlink",2019-03-10,"SPRINGFIELD, MO",15
"Suddenlink",2019-03-17,"SPRINGFIELD, MO",14
"Suddenlink",2019-03-24,"SPRINGFIELD, MO",21
"Suddenlink",2019-03-31,"SPRINGFIELD, MO",18
"Suddenlink",2019-04-07,"SPRINGFIELD, MO",17
"Suddenlink",2019-04-14,"SPRINGFIELD, MO",22
"Suddenlink",2019-04-21,"SPRINGFIELD, MO",18
"Suddenlink",2019-04-28,"SPRINGFIELD, MO",20
"Suddenlink",2019-05-05,"SPRINGFIELD, MO",14
"Suddenlink",2019-05-12,"SPRINGFIELD, MO",20
"Suddenlink",2019-05-19,"SPRINGFIELD, MO",25
"Suddenlink",2019-05-26,"SPRINGFIELD, MO",18
"Suddenlink",2019-06-02,"SPRINGFIELD, MO",9
"Suddenlink",2019-06-09,"SPRINGFIELD, MO",7
"Suddenlink",2019-06-16,"SPRINGFIELD, MO",10
"Suddenlink",2019-06-23,"SPRINGFIELD, MO",23
"Suddenlink",2019-06-30,"SPRINGFIELD, MO",18
"Suddenlink",2019-07-07,"SPRINGFIELD, MO",11
"Suddenlink",2019-07-14,"SPRINGFIELD, MO",12
"Suddenlink",2019-07-21,"SPRINGFIELD, MO",16
"Suddenlink",2019-07-28,"SPRINGFIELD, MO",19
"Suddenlink",2019-08-04,"SPRINGFIELD, MO",21
"Suddenlink",2019-08-11,"SPRINGFIELD, MO",11
"Suddenlink",2019-08-18,"SPRINGFIELD, MO",16
"Suddenlink",2019-08-25,"SPRINGFIELD, MO",9
"Suddenlink",2019-09-01,"SPRINGFIELD, MO",14
"Suddenlink",2019-09-08,"SPRINGFIELD, MO",33
"Suddenlink",2019-09-15,"SPRINGFIELD, MO",16
"Suddenlink",2019-09-22,"SPRINGFIELD, MO",21
"Suddenlink",2019-09-29,"SPRINGFIELD, MO",18
"Suddenlink",2019-10-06,"SPRINGFIELD, MO",11
"Suddenlink",2019-10-13,"SPRINGFIELD, MO",17
"Suddenlink",2019-10-20,"SPRINGFIELD, MO",9
"Suddenlink",2019-10-27,"SPRINGFIELD, MO",11
"Suddenlink",2019-11-03,"SPRINGFIELD, MO",14
"Suddenlink",2019-11-10,"SPRINGFIELD, MO",15
"Suddenlink",2019-11-17,"SPRINGFIELD, MO",12
"Suddenlink",2019-11-24,"SPRINGFIELD, MO",5
"Suddenlink",2019-12-01,"SPRINGFIELD, MO",9
"Suddenlink",2019-12-08,"SPRINGFIELD, MO",16
"Suddenlink",2019-12-15,"SPRINGFIELD, MO",16
"Suddenlink",2019-12-22,"SPRINGFIELD, MO",11
"Suddenlink",2019-12-29,"SPRINGFIELD, MO",10
"Suddenlink",2020-01-05,"SPRINGFIELD, MO",20
"Suddenlink",2020-01-12,"SPRINGFIELD, MO",13
"Suddenlink",2020-01-19,"SPRINGFIELD, MO",21
"Suddenlink",2020-01-26,"SPRINGFIELD, MO",20
"Suddenlink",2020-02-02,"SPRINGFIELD, MO",14
"Suddenlink",2020-02-09,"SPRINGFIELD, MO",16
"Suddenlink",2020-02-16,"SPRINGFIELD, MO",22
"Suddenlink",2020-02-23,"SPRINGFIELD, MO",17
"Suddenlink",2020-03-01,"SPRINGFIELD, MO",15
"Suddenlink",2020-03-08,"SPRINGFIELD, MO",31
"Suddenlink",2020-03-15,"SPRINGFIELD, MO",14
"Suddenlink",2020-03-22,"SPRINGFIELD, MO",16
"Suddenlink",2020-03-29,"SPRINGFIELD, MO",12
"Suddenlink",2020-04-05,"SPRINGFIELD, MO",7
"Suddenlink",2020-04-12,"SPRINGFIELD, MO",10
"Suddenlink",2020-04-19,"SPRINGFIELD, MO",14
